Member,Cycle,Reporting Date/Period,Response Status,Street Address:,City:,Zip Code:,County:,Agency Name,Location Name:,Square footage of space occupied:,"Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):",Staff Population,"Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?",Non-Staff Population,"Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ",Approximate number of visitors per year:,Contact name:,Phone:,Fax:,Email:,Trash Hauler,Trash Destination,Trash Actual vs Volume,Trash (lbs),Recycling: Single Stream Hauler,Recycling: Single Stream Destination,Recycling: Single Stream Actual vs Volume,Recycling: Single Stream Actual Weight (in Pounds),"Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)",Organics Hauler,Organics Destination,Organics Actual vs Volume,Organics (lbs),Total MSW,Aluminum (scrap other than cans) Hauler/Recycler,Aluminum (scrap other than cans) Actual vs Volume,Aluminum (scrap other than cans) Actual Weight (in Pounds),Anti-freeze Hauler/Recycler,Anti-freeze Actual vs Volume,Anti-freeze Actual Weight (in Pounds),Auto Oil Hauler/Recycler,Auto Oil Actual vs Volume,Auto Oil Actual Weight (in Pounds),Batteries: appliance (rechargeable) Hauler/Recycler,Batteries: appliance (rechargeable) Actual vs Volume,Batteries: appliance (rechargeable) Actual Weight (in Pounds),Batteries: vehicle Hauler/Recycler,Batteries: vehicle Actual vs Volume,Batteries: vehicle Actual Weight (in Pounds),Construction Material Hauler/Recycler,Construction Material Actual vs Volume,Construction Material Actual Weight (in Pounds),"E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)",Fluorescents Hauler/Recycler,Fluorescents Actual vs Volume,Fluorescents Actual Weight (in Pounds),"Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)",Metal (scrap) Hauler/Recycler,Metal (scrap) Actual vs Volume,Metal (scrap) Actual Weight (in Pounds),Paint Hauler/Recycler,Paint Actual vs Volume,Paint Actual Weight (in Pounds),Parts Cleaner Hauler/Recycler,Parts Cleaner Actual vs Volume,Parts Cleaner Actual Weight (in Pounds),Solvent Hauler/Recycler,Solvent Actual vs Volume,Solvent Actual Weight (in Pounds),Textiles Hauler/Recycler,Textiles Actual vs Volume,Textiles Actual Weight (in Pounds),Toner Cartridges Hauler/Recycler,Toner Cartridges Actual vs Volume,Toner Cartridges Actual Weight (in Pounds),Tires Hauler/Recycler,Tires Actual vs Volume,Tires Actual Weight (in Pounds),"Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)",All Other Actual Weight (in Pounds),Specialty Waste (lbs),"Please specify materials included in ""All Other"" weight:",Recycling (lbs),MSW Recycling Rate (%),Total Recycling Rate (%),Waste Per Capita (lbs per staff),Waste Per Capita Including Non-Staff (lbs per staff),"Waste Per Capita (including staff, resident and visitor)",Is your agency location utilizing the state's recycling best practices?,Indicate your agency’s timeline for implementing the new program:,Details:,The State of Minnesota has established a Green Meeting Policy. This can be provided by the Minnesota Department of Administration and the Minnesota Pollution Control Agency. Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?,Indicate your agency's timeline for implementing the Green Meeting Policy:,Details:,State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):
"R7W: St. James Truck Station - 1513 7th Avenue South St. James, MN 56081",March,03/01/2019,completed,1413 7th Ave So,St James,56081,Watonwan,Department of Transportation,St James,12492,12492,Mait Shop,6,No,,No,,Mark Larson,507-375-4051,,,Waste Management,,Weight converted from volume,6300,Waste Management,,,,,,,,,,,,,,,,6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1050,1050,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: St. James Truck Station - 1513 7th Avenue South St. James, MN 56081",June,06/01/2019,completed,1413 7th Ave So,St James,56081,Watonwan,Department of Transportation,St James,12492,12492,Mait Shop,6,No,,No,,Mark Larson,507-375-4051,,,Waste Management,,Weight converted from volume,16800,Waste Management,,Weight converted from volume,834,,,,,,,,,,,,,17634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,4.73,4.73,2939,2939,2939,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101",March,03/01/2019,completed,180 County Rd 26,Windom,56101,Cottonwood,Department of Transportation,Windom,52128,52128,Office/Maint Shop,40,No,,Yes,504,Andrew Bedbury,507-831-8000,,,Waste Management,,Weight converted from volume,16800,County,,Weight converted from volume,3336,,,,,,,,,,,,,20136,Pooley,,,,,,,,,,,,Advance,Weight converted from volume,477,,,,,,,Green Lights Recycling,Weight converted from volume,20,,,,Pooley,Actual weight,73400,,,,,,,,,,,,,Innovative,Weight converted from volume,24.5,,,,,,,,73921.5,,3336,16.57,82.14,2351.44,2351.44,172.9,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101",June,06/01/2019,completed,180 County Rd 26,Windom,56101,Cottonwood,Department of Transportation,Windom,52128,52128,Office/Maint Shop,40,No,,Yes,504,Andrew Bedbury,507-831-8000,,,Waste Management,,Weight converted from volume,16800,County,,Weight converted from volume,3762,,,,,,,,,,,,,20562,Pooley,,,,,,,,,,,,Advance,,,,,,,,,Green Lights Recycling,,,,,,Pooley,,,,,,,,,,,,,,,Innovative,,,,,,,,,,,,3762,18.3,18.3,514.05,514.05,37.8,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Worthington Truck Station - 1475 Spring Avenue Worthington, MN 56187",March,03/01/2019,completed,1475 Spring Ave,Worthington,56187,Nobles,Department of Transportation,Worthington,14282,14282,Maint Shop,9,No,,No,,Randy Potts,507-376-9481,,,Schaap Sanitation,,Weight converted from volume,8400,Schaap Sanitation,,Weight converted from volume,804,,,,,,,,,,,,,9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,8.74,8.74,1022.67,1022.67,1022.67,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Worthington Truck Station - 1475 Spring Avenue Worthington, MN 56187",June,06/01/2019,completed,1475 Spring Ave,Worthington,56187,Nobles,Department of Transportation,Worthington,14282,14282,Maint Shop,9,No,,No,,Randy Potts,507-376-9481,,,Schaap Sanitation,,Weight converted from volume,8400,Schaap Sanitation,,Weight converted from volume,792,,,,,,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,1021.33,1021.33,1021.33,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R8: Glencoe Truck Station - 310 13th St W Glencoe, MN 55336",December,12/01/2019,draft,310 13th St W,Glencoe,55336,McLeod,Department of Transportation,Glencoe,1000,14730,office and maint. activities,5,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,Waste Management,,Actual weight,8400,,,,,,,,,,,,,,,,,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,1680,1680,Yes,,,Yes,,,
"R8: Glencoe Truck Station - 310 13th St W Glencoe, MN 55336",October,10/01/2019,completed,310 13th St West,Glencoe,55336,McLeod,Department of Transportation,Glencoe,1000,14730,office and maint activities,5,No,,No,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,Waste Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McLeod County partnership takes care of the recycling for the building.,,,,
"R8: Granite Falls Truck Station - 5530 Hwy 67 Granite Falls, MN 56241",December,12/01/2019,draft,5530 Hwy 67,Granite Falls,56241,Yellow Medicine,Department of Transportation,Granite Falls,600,8904,office and maint activities,7,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,West Central Sanitation,,Weight converted from volume,6300,West Central Sanitation,,,,West Central Sanitation,,Actual weight,30,,,Actual weight,30,,,,,6360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.94,0.94,908.57,908.57,908.57,Yes,,,Yes,,,
"R8: Granite Falls Truck Station - 5530 Hwy 67 Granite Falls, MN 56241",October,10/01/2019,completed,5530 Hwy 67,Granite Falls,56241,Yellow Medicine,Department of Transportation,Granite Falls,600,8904,office and maint activites,7,No,,No,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us27300,West Central Sanitation,,,6300,West Central Sanitation,,,,West Central Sanitation,,,33,,,,68,,,,,6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,1.58,1.58,914.43,914.43,914.43,Yes,,,Yes,,,
"R8: Hutchinson Truck Station - 1400 Adams St SE Hutchinson, MN 55350",December,12/01/2019,draft,1400 Adams St SE,Hutchinson,55350,McLeod,Department of Transportation,Hutchinson,6000,43680,office and maint activities,18,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,West Central Sanitation,,,9450,,,,,,,,,,,,,,,,,9450,,,,,,,,,,,,,,Actual weight,500,,,,,,,,,,,,,,Actual weight,9000,,,,,,,,,,,,,,,,,,,,,,,9500,,,,50.13,1052.78,1052.78,1052.78,Yes,,,Yes,,,
"R8: Hutchinson Truck Station - 1400 Adams St SE Hutchinson, MN 55350",October,10/01/2019,completed,1400 Adams St. SE,Hutchinson,55350,Morrison,Department of Transportation,Hutchinson,6000,43680,office and maint activities,16,,,,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,West Central Sanitation,,,9450,,,,,,,,,,,,,,,,,9450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.63,590.63,590.63,,,,,,,
"R8: Ivanhoe Truck Station - 513 West Division Ivanhoe, MN 56142",December,12/01/2019,draft,513 W Division,Ivanhoe,56142,Lincoln,Department of Transportation,Ivanhoe,400,4624,office and maint activities,2,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,City of Ivanhoe,,N/A,,City of Ivanhoe,,N/A,,City of Ivanhoe,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,City of Ivanhoe takes care of trash and recyclables.,
"R8: Lake Benton Truck Station - 308 W Benton St., Lake Benton, MN",December,12/01/2019,draft,308 w benton st,Lake Benton,,Lincoln,Department of Transportation,Lake Benton,,,,,,,,,,,,,Waste Management,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building is not occupied.,
"R8: Litchfield Truck Station - 422 S Johnson Drive Litchfield, MN 55355",December,12/01/2019,draft,422 S Johnson Drive,Litchfield,55355,Meeker,Department of Transportation,Litchfield,1200,25592,office and maint. activities,6,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,Meeker County,,Actual weight,9450,Meeker County,,,82,Meeker County,,Actual weight,136,,,,136,,,,,9804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,3.61,3.61,1634,1634,1634,Yes,,,Yes,,,
"R8: Litchfield Truck Station - 422 S Johnson Drive Litchfield, MN 55355",October,10/01/2019,completed,422 S Johnson Drive,Litchfield,55355,Meeker,Department of Transportation,Litchfield,1200,25592,office and maint activities,6,No,,No,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,Meeker County,,,9450,Meeker County,,,25,Meeker County,,,91,,,,,,,,,9566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,25,,116,1.21,1.47,1598.5,1598.5,1598.5,Yes,,,,,,
"R8: Madison Truck Station - 2340 Hwy 40 E Madison, MN 56256",December,12/01/2019,draft,2340 Hwy 40 E,Madison,56256,Lac Qui Parle,Department of Transportation,Madison,500,5208,office and maint activities,3,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,City of Madison,Lac Qui Parle County,Weight converted from volume,6300,,,,,,,Actual weight,40,,,Actual weight,40,,,,,6380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1.25,1.25,2126.67,2126.67,2126.67,Yes,,,Yes,,,
"R8: Madison Truck Station - 2340 Hwy 40 E Madison, MN 56256",October,10/01/2019,completed,2340 Hwy 40 E,Madison,56256,Lac Qui Parle,Department of Transportation,Madison,500,5208,office and maint activities,3,,,,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,City of Madison,Lac Qui Parle County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R8: Marshall Headquarters - 1800 East College Drive Marshall, MN 56258",December,12/01/2019,draft,1800 East College Drive,Marshall,56258,Lyon,Department of Transportation,Marshall,16000,59300,office and maint activities. Shop.,37,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,Waste Management,,Weight converted from volume,12600,Waste Management,,,,Waste Management,,,,,,Weight converted from volume,3000,,,,,15600,,,,,Weight converted from volume,1150,,,,,,,,Weight converted from volume,1773,,,,,,,,,,,,,,Actual weight,35500,,,,,,,,,,,,,,Weight converted from volume,280,,,21000,,,,,59703,,3000,19.23,83.27,2035.22,2035.22,2035.22,Yes,,,Yes,,,
"R8: Marshall Headquarters - 1800 East College Drive Marshall, MN 56258",October,10/01/2019,completed,1800 East College Drive,Marshall,56258,Lyon,Governor's Council on Developmental Disabilities,Marshall,16000,59300,office and maint activities,37,No,,No,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,Waste Management,,Weight converted from volume,12600,Waste Management,,,,Waste Management,,,,,,Actual weight,1200,,,,,13800,,,,,Weight converted from volume,1120,,,,,,,,Weight converted from volume,1166,,,,,,,,,,,,,,Actual weight,88642,,,,,,,,,,,,,,Weight converted from volume,105,,,,,,,,91033,,1200,8.7,87.98,2833.32,2833.32,2833.32,Yes,,,,,,
"R8: Montevideo Truck Station - 815 N 17th St Montevideo, MN 56265",December,12/01/2019,draft,815 N 17th St,Montevideo,56265,Chippewa,Department of Transportation,Montevideo,600,5280,office and maint activities,6,No,,No,,Gary Grahn,320-214-6340,320-213-6307,gary.grahn@state.mn.us,City of Montevideo,,Weight converted from volume,6300,City of Montevideo,,,,City of Montevideo,,Actual weight,60,,,Actual weight,60,,,,,6420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,Actual weight,1100,,,,,1300,,120,1.87,18.39,1286.67,1286.67,1286.67,Yes,,,Yes,,,
"R8: Montevideo Truck Station - 815 N 17th St Montevideo, MN 56265",October,10/01/2019,completed,815 North 17th Street,Montevideo,56265,Chippewa,Department of Veteran's Affairs,Montevideo,600,5280,office and maint activities,5,No,,,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,City of Montevideo,,,6300,City of Montevideo,,,,City of Montevideo,,,80,,,,114,,,,,6494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,2.99,2.99,1298.8,1298.8,1298.8,Yes,,,Yes,,,
"R8: Olivia Truck Station - 1509 W Lincoln Ave Olivia, MN 56277",December,12/01/2019,draft,1509 W Lincoln Ave,Olivia,56277,Renville,Department of Transportation,Olivia,500,6281,office and maint activities,4,No,,No,,Gary Grahn,320-214-6340,320-21406307,gary.grahn@state.mn.us,West Central Sanitation,,Actual weight,12600,West Central Sanitation,,,,West Central Sanitation,,,,,,,,,,,,12600,,,,,,,,,,,,,,Actual weight,200,,,,,,,,,,,,,,Actual weight,900,,,,,,,,,,,,,,,,,,,,,,,1100,,,,8.03,3425,3425,3425,Yes,,,Yes,,,
"R8: Olivia Truck Station - 1509 W Lincoln Ave Olivia, MN 56277",October,10/01/2019,completed,1509 Lincoln Ave,Olivia,56277,Renville,Department of Transportation,Olivia,500,6281,office and maint activities,4,No,,No,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,West Central Sanitation,,,12600,West Central Sanitation,,,,West Central Sanitation,,,,,,,,,,,,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,3150,3150,,,,,,,
"R8: Pipestone Truck Station - 604 4th St NW Pipestone, M 56164",December,12/01/2019,draft,604 4th St NW,Pipestone,56164,Pipestone,Department of Transportation,Pipestone,2000,20215,office and maint. activities,4,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,City of Pipestone,,Actual weight,6300,,,,,City of Pipestone,,Actual weight,40,,,Actual weight,260,,,,,6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,4.55,4.55,1650,1650,1650,Yes,,,Yes,,,
"R8: Pipestone Truck Station - 604 4th St NW Pipestone, M 56164",October,10/01/2019,completed,604 4th St NW,Pipestone,56164,Pipestone,Geospatial Information Office (MnGeo),Pipestone,2000,20215,office and maint activities,4,,,,,,,,,City of Pipestone,,,6300,,,,,City of Pipestone,,,,,,,,,,,,6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1575,1575,,,,,,,
"R8: Redwood Falls Truck Station - 217 Quality Drive Redwood Falls, MN 56283",December,12/01/2019,draft,217 Quality Drive,Redwood Falls,56283,Redwood,Investment Board,Redwood Falls,400,4704,office and maint. activities,5,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,Waste Management,Renville Recycling Center,Actual weight,12600,Waste Management,Renville Recycling Center,,,Waste Management,Renville Recycling Center,,,,,Actual weight,181,,,,,12781,,Actual weight,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,181,1.42,1.54,2559.4,2559.4,2559.4,Yes,,,Yes,,,
"R8: Redwood Falls Truck Station - 217 Quality Drive Redwood Falls, MN 56283",October,10/01/2019,completed,217 Quality Drive,Redwood Falls,56283,Redwood,Department of Transportation,Redwood Falls,400,4704,office and maint activities,,No,,No,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,Waste Management,Renville Recycling Center,,12600,Waste Management,Renville Recycling Center,,,Waste Management,Renville Recycling Center,,,,,,,,,,,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R8: Slayton Truck Station - 891 US Hwy 59 Slayton, MN 56172",December,12/01/2019,draft,891 US Hwy 59,Slayton,56172,Murray,Department of Transportation,Slayton,400,4086,office and maint activities,3,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,Schaap Sanitation,,Weight converted from volume,4200,Schaap Sanitation,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1400,Yes,,,Yes,,,
"R8: Slayton Truck Station - 891 US Hwy 59 Slayton, MN 56172",October,10/01/2019,completed,891 hwy 59,Slayton,56172,Murray,Department of Transportation,Slayton,400,4986,office and maint activities,3,No,,No,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,Schaap Sanitation,,,4200,Schaap Sanitation,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1400,,,,,,,
"R8: Tracy Truck Station - 1040 4th St E Tracy, MN 56175",December,12/01/2019,draft,1040 4th St E,Tracy,56175,Lyon,Department of Transportation,Tracy,400,3944,office and maint activities,3,Yes,,Yes,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,Waste Management,,Weight converted from volume,3150,Waste Management,,,,Waste Management,,Actual weight,40,,,Actual weight,80,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,3.67,3.67,1090,1090,1090,Yes,,,Yes,,,
"R8: Tracy Truck Station - 1040 4th St E Tracy, MN 56175",October,10/01/2019,completed,1040 4th St East,Tracy,56175,Lyon,Environmental Quality Board,Tracy,400,3944,office and maint activities,3,,,,,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,Waste Management,,,,Waste Management,,,,Waste Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R8: Willmar Headquarters - 2505 Transportation Road Willmar, MN 56201",December,12/01/2019,draft,2505 Transportation Road,Willmar,56201,Kandiyohi,Department of Transportation,Willmar,40000,103000,offices maint. and shop,100,No,,No,,Gary Grahn,320-214-6340,320-214-6307,gary.grahn@state.mn.us,West Central Sanitation,,Weight converted from volume,44800,West Central Sanitation,,,,West Central Sanitation,,Actual weight,1290,,,Actual weight,4388,,,,,50478,,,,,Weight converted from volume,385,,,,,,,,Weight converted from volume,1720,,,,,,,,,,,,,,Actual weight,132475,,,,,,,,,,,,,,Weight converted from volume,175,,Weight converted from volume,6000,,,,,140755,,5678,11.25,76.57,1912.33,1912.33,1912.33,Yes,,,Yes,,,
"R8: Willmar Headquarters - 2505 Transportation Road Willmar, MN 56201",October,10/01/2019,completed,2505 Transportation Road,Willmar,56201,Kandiyohi,Department of Transportation,Willmar,40000,103000,office and maint activities,110,No,,Yes,500,Gary Grahn,320-214-6340,,gary.grahn@state.mn.us,West Central Sanitation,,Weight converted from volume,44800,West Central Sanitation,,,,West Central Sanitation,,Actual weight,1460,West Central Sanitation,,Actual weight,3472,,,,,49732,,,,,Weight converted from volume,350,,,,,,,,Weight converted from volume,795,,,,,,,,Weight converted from volume,360,,,,,Actual weight,53737,,,,,,,,,,,,,,Weight converted from volume,160,,Actual weight,5000,,,,,60402,,4932,9.92,59.32,1001.22,1001.22,180.55,Yes,,,,,,
"Metro: AnokaTruck Station - 3601 7th Avenue N Anoka, MN 55303",February,02/01/2019,draft,3601 7th Avenue North,Anoka,55303,Anoka,Department of Transportation,Anoka Truck Station,,,,15,No,,No,0,Maureen Widmer,651-234-7735,651-234-7459,maureen.widmer@state.mn.us,Republic Services,,Actual weight,62200,Republic Services,,Actual weight,4000,,,,,,,,,,,,,66200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,6.04,6.04,4413.33,4413.33,4413.33,Yes,,,Yes,,, Default to double-sided (duplex) printing
"Metro: AnokaTruck Station - 3601 7th Avenue N Anoka, MN 55303",March,03/01/2019,draft,3601 7th Avenue North,Anoka,55303,Anoka,Department of Transportation,Anoka Truck Station,,,,15,No,,No,0,Maureen Widmer,651-234-7735,651-234-7459,maureen.widmer@state.mn.us,Republic Services,,Actual weight,19420,Republic Services,,,,,,,,,,,,,,,,19420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.67,1294.67,1294.67,Yes,,,Yes,,, Default to double-sided (duplex) printing
"Metro: AnokaTruck Station - 3601 7th Avenue N Anoka, MN 55303",June,06/01/2019,draft,3601 7th Avenue North,Anoka,55303,Anoka,Department of Transportation,Anoka Truck Station,,,,15,No,,No,0,Maureen Widmer,651-234-7735,651-234-7459,maureen.widmer@state.mn.us,Republic Services,,Actual weight,9840,Republic Services,,,,,,,,,,,,,,,,9840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,656,656,Yes,,,Yes,,, Default to double-sided (duplex) printing
"Metro: Arden Hills Truck Station - 1905 W County Rd I Arden Hills, MN 55126",February,02/01/2019,draft,1905 West County Rd I,Arden Hills,55112,Ramsey,Department of Transportation,Arden Hills Truck Station,,,Garage,20,No,,No,0,Maureen Widmer,651-234-7735,651-234-7459,maureen.widmer@state.mn.us,Republic Services,,Actual weight,53540,Republic Services,,Actual weight,48000,,,,,,,,,,,,,101540,,,,,,,,Actual weight,13685,,,,,Actual weight,520,,,,,,,,Actual weight,58.5,,,,,,,,Actual weight,,,,,,,,,,,,,,,,,,,,,14263.5,,48000,47.27,53.77,5790.18,5790.18,5790.18,Yes,,,Yes,,, Default to double-sided (duplex) printing
"Metro: Arden Hills Truck Station - 1905 W County Rd I Arden Hills, MN 55126",March,03/01/2019,draft,1905 West County Rd I,Arden Hills,55112,Ramsey,Department of Transportation,Arden Hills Truck Station,,,Garage,20,No,,No,0,Maureen Widmer,651-234-7735,651-234-7459,maureen.widmer@state.mn.us,Republic Services,,Actual weight,20071,Republic Services,,Weight converted from volume,1112,,,,,,,,,,,,,21183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,5.25,5.25,1059.15,1059.15,1059.15,Yes,,,Yes,,, Default to double-sided (duplex) printing
"Metro: Arden Hills Truck Station - 1905 W County Rd I Arden Hills, MN 55126",June,06/01/2019,draft,1905 West County Rd I,Arden Hills,55112,Ramsey,Department of Transportation,Arden Hills Truck Station,,,Garage,20,No,,No,0,Maureen Widmer,651-234-7735,651-234-7459,maureen.widmer@state.mn.us,Republic Services,,Actual weight,15240,Republic Services,,Weight converted from volume,1668,,,,,,,,,,,,,16908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668,9.87,9.87,845.4,845.4,845.4,Yes,,,Yes,,, Default to double-sided (duplex) printing
"Metro: Camden Truck Station - 3636 Washington Avenue North Minneapolis, MN 55412",February,02/01/2019,draft,,,,,,,,,,27,No,,No,0,Maureen Widmer,651-234-7735,651-234-7459,maureen.widmer@state.mn.us,Republic Services,,Actual weight,104400,Republic Services,,Actual weight,48000,,,,,,,,,,,,,152400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,31.5,31.5,5644.44,5644.44,5644.44,Yes,,,Yes,,, Default to double-sided (duplex) printing
"Metro: Camden Truck Station - 3636 Washington Avenue North Minneapolis, MN 55412",March,03/01/2019,draft,,,,,,,,,,27,No,,No,0,Maureen Widmer,651-234-7735,651-234-7459,maureen.widmer@state.mn.us,Republic Services,,Actual weight,12960,Republic Services,,Weight converted from volume,834,,,,,,,,,,,,,13794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,6.05,6.05,510.89,510.89,510.89,Yes,,,Yes,,, Default to double-sided (duplex) printing
