"","Member","Cycle","Reporting Date/Period","Response Status","Street Address:","City:","Zip Code:","County:","Agency Name","Location Name:","Square footage of space occupied:","Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):","Total Staff:","Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?","Non-Staff Population","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation?","Approximate number of visitors per year:","Contact name:","Phone:","Fax:","Email:","Trash Hauler","Trash Destination","Trash Actual vs Volume","Trash (lbs)","Recycling: Single Stream Hauler","Recycling: Single Stream Destination","Recycling: Single Stream Actual vs Volume","Recycling: Single Stream Actual Weight (in Pounds)","Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)","Organics Hauler","Organics Destination","Organics Actual vs Volume","Organics (lbs)","Total MSW","Aluminum (scrap other than cans) Hauler/Recycler","Aluminum (scrap other than cans) Actual vs Volume","Aluminum (scrap other than cans) Actual Weight (in Pounds)","Anti-freeze Hauler/Recycler","Anti-freeze Actual vs Volume","Anti-freeze Actual Weight (in Pounds)","Auto Oil Hauler/Recycler","Auto Oil Actual vs Volume","Auto Oil Actual Weight (in Pounds)","Batteries: appliance (rechargeable) Hauler/Recycler","Batteries: appliance (rechargeable) Actual vs Volume","Batteries: appliance (rechargeable) Actual Weight (in Pounds)","Batteries: vehicle Hauler/Recycler","Batteries: vehicle Actual vs Volume","Batteries: vehicle Actual Weight (in Pounds)","Construction Material Hauler/Recycler","Construction Material Actual vs Volume","Construction Material Actual Weight (in Pounds)","E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)","Fluorescents Hauler/Recycler","Fluorescents Actual vs Volume","Fluorescents Actual Weight (in Pounds)","Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)","Metal (scrap) Hauler/Recycler","Metal (scrap) Actual vs Volume","Metal (scrap) Actual Weight (in Pounds)","Paint Hauler/Recycler","Paint Actual vs Volume","Paint Actual Weight (in Pounds)","Parts Cleaner Hauler/Recycler","Parts Cleaner Actual vs Volume","Parts Cleaner Actual Weight (in Pounds)","Solvent Hauler/Recycler","Solvent Actual vs Volume","Solvent Actual Weight (in Pounds)","Textiles Hauler/Recycler","Textiles Actual vs Volume","Textiles Actual Weight (in Pounds)","Toner Cartridges Hauler/Recycler","Toner Cartridges Actual vs Volume","Toner Cartridges Actual Weight (in Pounds)","Tires Hauler/Recycler","Tires Actual vs Volume","Tires Actual Weight (in Pounds)","Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)","All Other Actual Weight (in Pounds)","Specialty Waste (lbs)","Please specify materials included in ""All Other"" weight:","Recycling (lbs)","MSW Recycling Rate (%)","Total Recycling Rate (%)","Waste Per Capita (lbs per staff)","Waste Per Capita Including Non-Staff (lbs per staff)","Waste Per Capita (including staff, resident and visitor)","Is your agency location utilizing the state's recycling best practices?","Indicate your agency<U+0092>s timeline for implementing the new program:","Details:","Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?","Indicate your agency's timeline for implementing the Green Meeting Policy:","Details:_1","State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):","Address","Site ID","From Date","To Date","Facility ID","Total Population","Office supply reuse center","Indicate your agency<U+0092>s timeline for implementing the new program:","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ","Staff Population"
"448","R7E: Le Sueur Truck Station - 201 Minnesota Avenue Le Sueur, MN 56058","June","06/01/2019","completed","201 Minnesota Ave","Le Sueur","56058","Le Sueur","DOT","Le Sueur","5856","5856","Maint Shop","5","No","","No","","Cole Albrecht","507-665-3782","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","792","","","","","","","","","","","","","9192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792","8.62","8.62","1838.4","1838.4","1838.4","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","201 minnesota ave, le sueur","12018","6/1/2019","6/30/2019","12018","","Is your agency location utilizing the state's recycling best practices?","","No","5"
"449","R7E: Mankato Headquarters - 2151 Bassett Drive Mankato, MN 56001","March","03/01/2019","completed","2151 Bassett Dr","Mankato","56001","Blue Earth","DOT","mankato","175163","175163","Office/Maintenance","200","No","","Yes","12600","Tony Desantiago","507-304-6100","","","Waste Management","","Weight converted from volume","33600","Waste Management","","Weight converted from volume","13344","","","","","","","","","","","","","46944","","","","","","","","","","","","","Napa","Weight converted from volume","53","","","","","","","","","","","","","Mankato Iron","Actual weight","8.44","Blue Earth Cty","","","Blue Earth Cty","","","Blue Earth Cty","","","","","","Innovative","","","First Tire","","","","","","","61.44","","13344","28.43","28.52","235.03","235.03","3.67","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","2151 bassett dr, mankato","12006","3/1/2019","3/31/2019","12006","","Is your agency location utilizing the state's recycling best practices?","","Yes","200"
"450","R7E: Mankato Headquarters - 2151 Bassett Drive Mankato, MN 56001","June","06/01/2019","completed","2151 Bassett Dr","Mankato","56001","Blue Earth","DOT","mankato","175163","175163","Office/Maintenance","200","No","","Yes","12600","Tony Desantiago","507-304-6100","","","Waste Management","","Weight converted from volume","33600","Waste Management","","Weight converted from volume","13344","","","","","","","","","","","","","46944","","Actual weight","2680","","","","","","","","","","Napa","Weight converted from volume","200","","","","","","","","","","","","","Mankato Iron","Weight converted from volume","35800","Blue Earth Cty","","","Blue Earth Cty","","","Blue Earth Cty","","","","","","Innovative","","","First Tire","","","","","","","38680","","13344","28.43","60.76","428.12","428.12","6.69","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","2151 bassett dr, mankato","12006","6/1/2019","6/30/2019","12006","","Is your agency location utilizing the state's recycling best practices?","","Yes","200"
"451","R7E: Mapleton Truck Station - 403 8th Avenue SE Mapleton, MN 56065","March","03/01/2019","completed","403 8th Ave SE","Mapleton","56065","Blue Earth","DOT","Mapleton","5717","5717","Maint Shop","4","No","","No","","Bryan Lillie","507-524-3132","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","402","","","","","","","","","","","","","8802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402","4.57","4.57","2200.5","2200.5","2200.5","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","403 8th ave se, mapleton","12019","3/1/2019","3/31/2019","12019","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"452","R7E: Mapleton Truck Station - 403 8th Avenue SE Mapleton, MN 56065","June","06/01/2019","completed","403 8th Ave SE","Mapleton","56065","Blue Earth","DOT","Mapleton","5717","5717","Maint Shop","4","No","","No","","Bryan Lillie","507-524-3132","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","396","","","","","","","","","","","","","8796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396","4.5","4.5","2199","2199","2199","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","403 8th ave se, mapleton","12019","6/1/2019","6/30/2019","12019","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"453","R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073","March","03/01/2019","completed","58417 County rd 27","New Ulm","56073","Brown","DOT","New Ulm","11700","11700","Maint Shop","4","","","No","","Tony Desantiago","507-354-1173","","","Riverview Sanitation","","Weight converted from volume","8400","Riverview Sanitation","","Weight converted from volume","804","","","","","","","","","","","","","9204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804","8.74","8.74","2301","2301","2301","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","58417 co rd 27, new ulm","12021","3/1/2019","3/31/2019","12021","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"454","R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073","June","06/01/2019","completed","58417 County rd 27","New Ulm","56073","Brown","DOT","New Ulm","11700","11700","Maint Shop","4","","","No","","Tony Desantiago","507-354-1173","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","792","","","","","","","","","","","","","9192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792","8.62","8.62","2298","2298","2298","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","58417 co rd 27, new ulm","12021","6/1/2019","6/30/2019","12021","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"455","R7E: St. Peter Truck Station - 415 Ritt Street St. Peter, MN 56082","March","03/01/2019","completed","415 Ritt St","St Peter","56082","Nicollet","DOT","St Peter","5856","5856","Maint Shop","8","No","","No","","Cole Albrecht","507-931-5148","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","402","","","","","","","","","","","","","8802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402","4.57","4.57","1100.25","1100.25","1100.25","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","415 ritt st, st peter","12022","3/1/2019","3/31/2019","12022","","Is your agency location utilizing the state's recycling best practices?","","No","8"
"456","R7E: St. Peter Truck Station - 415 Ritt Street St. Peter, MN 56082","June","06/01/2019","completed","415 Ritt St","St Peter","56082","Nicollet","DOT","St Peter","5856","5856","Maint Shop","8","No","","No","","Cole Albrecht","507-931-5148","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","396","","","","","","","","","","","","","8796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396","4.5","4.5","1099.5","1099.5","1099.5","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","415 ritt st, st peter","12022","6/1/2019","6/30/2019","12022","","Is your agency location utilizing the state's recycling best practices?","","No","8"
"457","R7E: Waseca Truck Station - 1500 State Street South Waseca, MN 56093","March","03/01/2019","completed","1500 S State St","Waseca","56093","Waseca","DOT","Waseca","8845","8845","Maint Shop","4","No","","No","","Bryan Lillie","507-883-1143","","","Waste Management","","Weight converted from volume","4200","Waste Management","","Weight converted from volume","402","","","","","","","","","","","","","4602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402","8.74","8.74","1150.5","1150.5","1150.5","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","1500 s state st, waseca","12023","3/1/2019","3/31/2019","12023","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"458","R7E: Waseca Truck Station - 1500 State Street South Waseca, MN 56093","June","06/01/2019","completed","1500 S State St","Waseca","56093","Waseca","DOT","Waseca","8845","8845","Maint Shop","4","No","","No","","Bryan Lillie","507-883-1143","","","Waste Management","","Weight converted from volume","4200","Waste Management","","Weight converted from volume","834","","","","","","","","","","","","","5034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834","16.57","16.57","1258.5","1258.5","1258.5","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","1500 s state st, waseca","12023","6/1/2019","6/30/2019","12023","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"459","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","March","03/01/2019","completed","504 Co Rd 35 56110","Adrain","56110","Nobles","DOT","Adrian","5520","5520","Maint Shop","4","No","","No","","Randy Potts","507-483-2818","","","Schaap Sanitation","","Weight converted from volume","4200","Schaap Sanitation","","Weight converted from volume","804","","","","","","","","","","","","","5004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804","16.07","16.07","1251","1251","1251","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","504 co rd 35 56110, adrain","12038","3/1/2019","3/31/2019","12038","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"460","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","June","06/01/2019","completed","504 Co Rd 35 56110","Adrain","56110","Nobles","DOT","Adrian","5520","5520","Maint Shop","4","No","","No","","Randy Potts","507-483-2818","","","Schaap Sanitation","","Weight converted from volume","8400","Schaap Sanitation","","Weight converted from volume","792","","","","","","","","","","","","","9192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792","8.62","8.62","2298","2298","2298","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","504 co rd 35 56110, adrain","12038","6/1/2019","6/30/2019","12038","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"461","R7W: Fairmont Truck Station - 1300 Marcus Street Fairmont, MN 56031","March","03/01/2019","completed","1300 Marcus St","Fairmont","56031","Martin","DOT","Fairmont","6384","6384","Maint Shop","5","No","","No","","Mark Larson","507-235-9277","","","Waste Management","","Weight converted from volume","6300","Waste Management","","Weight converted from volume","804","","","","","","","","","","","","","7104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804","11.32","11.32","1420.8","1420.8","1420.8","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","1300 marchwy st, fairmont","12039","3/1/2019","3/31/2019","12039","","Is your agency location utilizing the state's recycling best practices?","","No","5"
"462","R7W: Fairmont Truck Station - 1300 Marcus Street Fairmont, MN 56031","June","06/01/2019","completed","1300 Marcus St","Fairmont","56031","Martin","DOT","Fairmont","6384","6384","Maint Shop","5","No","","No","","Mark Larson","507-235-9277","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","792","","","","","","","","","","","","","9192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792","8.62","8.62","1838.4","1838.4","1838.4","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","1300 marchwy st, fairmont","12039","6/1/2019","6/30/2019","12039","","Is your agency location utilizing the state's recycling best practices?","","No","5"
"463","R7W: Jackson Truck Station - 149 County Road 43 East Jackson, MN 56143","March","03/01/2019","completed","149 county Rd 43 east","Jackson","56143","Jackson","DOT","Jackson","8000","8000","Maint Shop","5","No","","No","","Andrew Bedbury","507-847-4325","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","804","","","","","","","","","","","","","9204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804","8.74","8.74","1840.8","1840.8","1840.8","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","149 co rd 43 e, jackson","12040","3/1/2019","3/31/2019","12040","","Is your agency location utilizing the state's recycling best practices?","","No","5"
